Gene symbol	TCGA-05-4244-01	TCGA-05-4249-01	TCGA-05-4250-01	TCGA-05-4382-01	TCGA-05-4384-01
CLDN10	18.3646	31.3843	59.5043	52.5081	468.5889
CLDN11	24.0859	67.6109	52.3916	23.6911	56.2004
CLDN12	1853.2158	1014.1637	4860.1045	2125.9781	1623.7019
CLDN14	0.6981	1.9317	7.295	21.2981	0.6109
CLDN15	80.2862	92.7235	65.6553	157.9407	81.8571
CLDN16	4.1888	10.9465	1.9896	9.8115	1.8326
CLDN17	0	0	0	0	0
CLDN18	483.8119	407.5972	344.5246	1.9144	2370.1894
CLDN19	0.3491	0	0.3316	0.2393	0
CLDN1	1752.6835	3284.2805	413.4958	1587.3044	427.0006
CLDN20	3.1416	1.9317	0	0.2393	1.2217
CLDN22	0	0	0	0	0
CLDN23	225.1505	261.7508	277.5429	406.0991	348.8088
CLDN25	0.6981	0	0	0	0
CLDN2	36.3033	4380.8651	16.5796	9.0936	83.6897
CLDN3	1307.2694	1966.8336	1651.9937	3156.9004	524.7404
CLDN4	16118.3349	15705.371	28839.5921	14863.4201	6038.485
CLDN5	281.0018	244.0432	363.7569	197.9045	841.7838
CLDN6	0.3491	14.4881	3.9791	434.5763	0.6109
CLDN7	4011.5193	2490.3353	4032.4961	4426.6482	4428.2224
CLDN8	26.1803	21.5711	3.9791	23.6911	709.8351
CLDN9	21.6424	235.0284	117.7153	208.9125	31.1546
CLDND1	1335.195	1001.6074	1824.0902	2640.9606	1061.0874
CLDND2	1.0472	1.2878	0.9948	1.4358	3.0544
CLEC10A	84.8242	171.281	117.3837	113.6695	132.5596
CLEC11A	76.4465	150.0318	193.9816	455.3958	136.2248
CLEC12A	165.1104	37.9909	89.1984	100.5077	56.8112
CLEC12B	8.7268	1.2878	0.3316	6.2219	0.6109
CLEC14A	366.5241	506.116	355.1355	219.6812	1022.6023
CLEC16A	878.9598	1694.7802	553.7594	1481.7713	1054.3677
CLEC17A	1.0472	12.8783	3.3159	19.8622	0.6109
CLEC18A	4.5379	6.4391	18.2376	11.2473	10.3543
CLEC18B	2.7926	4.5074	20.2271	4.0682	1.2217
CLEC18C	1.0472	0	2.9843	0.9572	0.6414
CLEC1A	35.6052	46.3618	42.1122	46.6643	85.5223
CLEC1B	0	0	0	3.111	0
CLEC2A	0	0	0	0	3.0544
CLEC2B	655.2055	83.7087	209.898	560.211	131.3378
CLEC2D	528.4929	279.7804	430.0754	271.6102	490.5315
CLEC2L	0	1.2878	0.6632	81.3634	0
CLEC3A	0	1.6098	0	0	0
CLEC3B	175.9316	268.19	100.8041	44.032	489.3097
CLEC4A	136.4866	216.033	105.4464	164.8806	85.5223
CLEC4C	0.6981	1.9317	1.658	0	2.4435
CLEC4D	3.1416	3.5415	4.3107	12.2045	1.2217
CLEC4E	36.6524	20.2833	29.1801	156.2656	34.2089
CLEC4F	2.7926	28.0102	0.3316	0.7179	7.3305
CLEC4GP1	3.4907	0.9659	0	10.5294	7.9414
CLEC4G	3.1416	3.5415	3.6475	13.6403	4.2761
CLEC4M	1.3963	0.6439	0.9948	1.1965	4.2761
CLEC5A	615.7605	481.3253	126.3367	913.1846	108.1246
CLEC6A	13.9628	4.1854	1.9896	18.1871	2.4435
CLEC7A	467.4055	340.6302	416.8117	835.8894	374.4655
CLEC9A	2.0944	14.1661	1.658	12.2045	1.8326
CLECL1	15.3591	27.3663	14.9217	18.1871	9.774
CLGN	13.6138	9.0148	289.1486	312.5312	6.1087
CLIC1	9799.4589	8576.6052	17053.4693	11240.3553	6669.5174
CLIC2	1081.7698	301.9954	540.1641	1037.1442	506.4142
CLIC3	58.2948	47.0057	102.4621	116.0625	689.6762
CLIC4	3017.7153	2952.9871	4196.3027	6740.0014	2936.4692
CLIC5	1400.4712	404.3776	579.9552	216.5703	832.0098
CLIC6	12089.3621	7295.5394	171.1017	2163.0702	1448.3812
CLINT1	3830.7008	2788.7891	1691.7848	918.4493	2758.7049
CLIP1	1565.2326	1878.9394	1353.5605	1957.0294	2174.7098
CLIP2	250.9818	417.2559	703.6392	795.6863	394.0134
CLIP3	150.7985	224.4038	285.8327	709.0582	162.4924
CLIP4	1312.8545	396.3287	894.6365	1032.5974	602.3213
CLK1	1658.4344	1028.3298	1114.4823	1232.4164	1196.0904
CLK2P	25.4822	14.1661	15.9164	13.6403	20.7697
CLK2	1465.3984	736.9589	579.9552	898.5871	1036.0415
CLK3	647.1769	647.455	812.4016	1029.7258	971.2889
CLK4	400.0349	268.8339	187.6813	217.5275	282.2236
CLLU1OS	0	4.1854	0	163.9233	0
CLLU1	1.3963	0.9659	0	5.1115	0
CLMN	639.8464	349.0011	395.5898	581.9877	267.5626
CLN3	1439.7661	1891.9562	639.3103	1227.6303	1293.8302
CLN5	435.291	987.4413	558.0701	1169.4794	821.6249
CLN6	589.5802	808.4333	705.9604	838.5217	709.2242
CLN8	357.4483	255.9556	353.8092	475.976	690.2871
CLNK	1.3963	12.8783	1.3264	1.1965	1.8326
CLNS1A	1360.6772	1355.1159	1547.2105	1244.3816	1023.2132
CLOCK	436.3382	353.8304	369.0624	212.5021	560.171
CLP1	391.3081	404.3776	379.3418	276.8749	331.7043
CLPB	318.0033	235.6723	224.1565	306.5486	245.5712
CLPP	792.0412	871.5369	745.4199	515.9398	366.5241
CLPS	0.3491	0	0	0	0
CLPTM1L	7989.877	3295.2271	1941.8055	6197.0203	3118.5095
CLPTM1	2509.4685	2967.1532	4156.1801	5030.8912	2806.964
CLPX	622.3929	805.5357	697.6706	500.1457	1067.1961
CLRN1OS	0	0.6439	0	0	0
CLRN1	0	0	0	0	0
CLRN2	0	0	0	0	0
CLRN3	11.5193	3.2196	1.9896	4.0682	8.5522
CLSPN	124.2691	30.5859	134.6265	57.6723	18.9371
CLSTN1	4670.9137	4715.0208	5503.7553	5977.5784	4799.6335
CLSTN2	4.5379	6.4391	35.1488	30.3916	3.0544
CLSTN3	958.1988	1597.8712	1029.263	4371.8475	2526.573
CLTA	2516.45	2102.0555	2000.1658	1720.5968	1948.0757
CLTB	1351.9504	970.6995	1240.819	788.5072	1064.1417
CLTCL1	112.0517	33.8055	44.1018	264.6704	47.6481
CLTC	18503.1853	16349.6064	15781.149	11969.515	9113.6225
CLUAP1	410.507	464.9055	388.6264	295.0788	366.5241
CLUL1	19.897	22.215	2.3211	47.1429	6.1087
CLU	7345.4926	6365.4064	753.0465	974.6858	19730.6048
CLVS1	2.0176	1.6388	2.6992	1.2228	3.9462
CLVS2	0	0	0	0	0
CLYBL	100.1833	132.6462	60.6814	89.7391	115.4551
CMA1	0.6981	2.2537	0	0.7179	3.0544
CMAH	2081.8571	549.9021	142.5848	222.0743	570.5559
CMAS	579.4572	258.8532	1899.6933	794.7291	813.6836
CMBL	715.2457	64.0694	475.172	216.5703	1277.9475
CMC1	215.0275	186.7349	315.676	177.5637	207.697
CMIP	827.2973	2613.9666	2569.1785	1823.7369	2403.7874
CMKLR1	242.9531	396.6507	411.1747	1261.3722	631.0324
CMPK1	3414.6086	4308.1029	2695.8468	2906.1096	3997.5565
CMPK2	253.7743	389.2457	226.4777	240.5007	254.1234
CMTM1	320.4468	147.1342	159.8276	172.0597	124.0073
CMTM2	3.4907	3.5415	5.6371	5.7433	5.4979
CMTM3	1186.1419	1283.9634	1981.5966	2079.5531	585.2169
CMTM4	3310.9346	1788.7916	365.0833	1721.3148	2252.9016
CMTM5	0.3491	0.6439	0.6632	1.4358	1.8326
CMTM6	2422.55	3691.5558	3437.9508	3181.5487	2582.1625
CMTM7	281.7	591.7565	589.2398	346.991	489.9206
CMTM8	190.2435	439.4709	594.5453	151.2402	387.2938
CMYA5	342.0892	82.7429	69.6344	48.5787	34.8198
CN5H6.4	2.4435	3.2196	9.9478	17.9478	13.4392
CNBD1	0	0	0	0	0
CNBP	5325.072	5638.1062	7588.8253	6648.5872	6749.5418
CNDP1	0	0.9659	0	1.6751	0.6109
CNDP2	6229.863	5547.3144	4572.3286	4276.8438	4298.7172
CNFN	58.6439	59.562	30.5065	88.0639	23.2132
CNGA1	28.9729	11.5904	3.3159	15.7941	15.2718
CNGA2	0	0	0	0	0
CNGA3	7.3305	5.4733	4.3107	13.401	1420.281
CNGA4	23.7368	17.3857	3.3159	3.111	4.2761
CNGB1	26.8784	38.9568	12.2689	41.8782	7.3305
CNGB3	0.3491	0	0	3.111	1.8326
CNIH2	6.6323	9.9807	7.6266	15.7941	6.7196
CNIH3	26.8784	200.901	100.4725	81.3634	31.1546
CNIH4	2782.4417	2099.4798	2132.1396	2198.9658	1108.7355
CNIH	1548.8263	1528.3286	2387.7974	1709.3496	1119.1203
CNKSR1	1112.8371	481.6473	394.9266	596.8246	981.0629
CNKSR2	6.6323	8.6928	2.9843	2.1537	9.774
CNKSR3	523.6059	617.513	359.4462	239.7828	328.65
CNN1	67.7197	61.8157	557.0754	518.8114	151.4966
CNN2	11401.693	8287.488	5231.5344	5496.3377	3314.5999
CNN3	5946.4177	3693.8095	3909.1437	2912.3315	2530.8491
CNNM1	120.7784	31.8737	78.5874	1.9144	23.2132
CNNM2	133.694	286.8634	172.4281	197.1866	175.9316
CNNM3	1221.398	1681.258	682.7489	682.7347	1042.1503
CNNM4	2628.5016	1077.2672	1522.0095	1168.0436	732.4374
CNOT10	541.7576	553.4436	580.2868	476.9332	583.9951
CNOT1	4585.8766	7077.6391	4182.2001	3557.7683	4257.4282
CNOT2	1280.0419	1609.1397	1211.3073	1060.8353	1420.8919
CNOT3	801.8152	1291.3684	672.8011	1641.8658	1429.4441
CNOT4	415.394	441.7246	449.3078	378.8185	440.4398
CNOT6L	757.4832	1053.7644	811.0752	623.3873	798.4117
CNOT6	1215.4638	1461.6835	1253.4195	689.196	1273.0605
CNOT7	923.2917	1478.1033	2745.2541	1764.8681	1485.0336
CNOT8	2503.8834	2916.284	2125.5078	1575.0999	2603.5431
CNO	222.707	194.1399	528.5584	381.4508	343.9218
CNPY1	1.3963	0	0.3316	0	0
CNPY2	1245.833	1617.8325	1384.3986	1674.8898	1188.7599
CNPY3	1278.6456	1534.4457	1349.2498	2385.3838	975.5651
CNPY4	147.6569	130.3925	173.4229	339.5726	167.9902
CNP	1885.6933	4013.1873	3481.2733	3563.5236	2351.2095
CNR1	159.8743	22.8589	40.1227	409.6887	767.2572
CNR2	1.0472	8.3709	5.6371	3.111	2.4435
CNRIP1	78.1918	150.9977	178.7283	274.0033	167.9902
CNST	1074.4393	1089.8235	716.2397	711.9299	805.7422
CNTD1	74.1531	36.5904	23.0457	88.8129	41.4417
CNTD2	93.2019	92.0796	37.8015	67.9624	124.6182
CNTFR	1.0472	1.6098	0.3316	1.9144	5.4979
CNTF	19.897	7.8525	2.3211	5.0732	3.6652
CNTLN	171.0446	56.0205	252.3419	175.4099	71.4722
CNTN1	6.2833	9.3367	9.2846	11.9652	72.694
CNTN2	9.0758	2.8976	0.9948	0	0.6109
CNTN3	4.1888	11.9124	13.2637	114.1481	146.6097
CNTN4	24.0859	39.2787	23.2115	13.6403	76.9701
CNTN5	2.7926	1.2878	0.3316	16.9906	4.2761
CNTN6	2.7926	3.5415	0.6632	1.4358	25.6567
CNTNAP1	102.9758	112.3629	176.4072	352.0164	199.1448
CNTNAP2	32.4636	6.4391	2.6527	2.6323	31.1546
CNTNAP3	26.5294	11.9124	178.0652	6.9398	9.1631
CNTNAP4	0	0	0	7.4184	0
CNTNAP5	0.3491	0	0	0	0
CNTROB	681.7349	662.5869	471.5245	732.7493	1233.3537
COASY	1939.4363	1847.0657	2552.5989	1924.7233	1981.6738
COBLL1	505.4542	805.2138	551.4383	660.7188	1395.8461
COBL	701.2828	631.6791	954.9863	1093.1414	1122.7856
COBRA1	1131.6869	1235.348	1373.456	1544.9476	1576.0538
COCH	437.1167	23.2292	686.025	341.2429	22.4007
COG1	946.3199	866.4918	1232.1081	678.3483	795.4246
COG2	1485.2954	1200.8986	755.6992	633.6774	1345.7544
COG3	424.1208	1136.8292	494.736	792.0967	721.4417
COG4	1291.9103	1421.4389	1310.785	1027.3327	1612.7062
COG5	911.8003	908.784	1351.6041	938.9338	762.5718
COG6	502.6617	1399.8678	539.8325	738.9712	607.8192
COG7	660.0925	851.8975	324.2974	694.7	610.8735
COG8	521.0507	641.6662	553.8025	390.8196	530.8613
COIL	663.9323	753.3787	1098.2343	637.9849	488.088
COL10A1	214.3293	738.8907	1448.0643	3547.2054	403.7874
COL11A1	135.4394	23.5028	1543.8946	5541.0876	3.6652
COL11A2	39.0959	22.8589	2.6527	45.9464	3.6652
COL12A1	329.8717	243.3993	2349.9959	8785.8126	453.879
COL13A1	47.8227	139.4073	41.4491	128.9849	71.4722
COL14A1	191.9888	1246.6164	202.603	578.1588	399.5113
COL15A1	530.5873	708.9487	1985.2441	2245.6302	598.6561
COL16A1	344.1836	473.9203	303.0755	1291.0459	368.9676
COL17A1	5960.7296	47.6496	673.7959	323.7785	291.3867
COL18A1	1214.7657	2782.35	3869.3526	5809.5869	6197.3122
COL19A1	0	1.2878	0.9948	0.9572	0
COL1A1	51421.9391	23076.5702	66134.7923	62325.5697	9033.598
COL1A2	23255.7815	19409.4831	44816.0491	51852.6628	10945.6323
COL20A1	0	0	0	0	0
COL21A1	330.5699	241.7895	58.0287	124.9168	364.0806
COL22A1	268.7844	5.1513	14.9217	63.4156	9.774
COL23A1	5.9342	6.4391	11.6057	45.4678	21.9914
COL24A1	48.5208	28.6541	22.8799	219.4419	61.6982
COL25A1	1.0472	1.9317	0.3316	0.7179	33.598
COL27A1	205.9517	279.7804	122.026	324.7357	173.4881
COL28A1	421.3282	68.8987	231.7831	500.8636	133.7813
COL29A1	13.9628	118.1581	23.2115	50.9718	313.3781
COL2A1	1.7454	0	1.3264	5.2647	0.6109
COL3A1	15765.4246	24521.19	62341.0429	72728.8391	8866.2187
COL4A1	5185.4438	4892.7763	10842.0791	10773.7122	9673.7935
COL4A2	4793.0884	4674.4897	9721.6281	12855.1797	9559.5602
COL4A3BP	1310.411	1156.4686	1191.4118	1074.9542	1151.4966
COL4A3	779.1256	196.3936	123.684	359.6741	489.3097
COL4A4	732.001	438.827	322.3079	1206.3322	538.1796
COL4A5	255.1706	41.8544	62.671	36.6135	350.6414
COL4A6	4.887	3.8635	1.9896	0.7179	6.1087
COL5A1	1960.3805	3470.0496	8110.7486	9929.6865	1810.6292
COL5A2	1395.2352	2038.63	6699.4943	6704.3451	1065.3635
COL5A3	166.1576	111.397	412.1694	366.3747	180.8186
COL6A1	3619.164	3587.8857	14495.8965	7482.3229	2810.6292
COL6A2	5794.921	5670.6238	17102.8766	14233.093	3819.1814
COL6A3	5617.5932	12472.9255	13643.7039	25387.0595	6579.719
COL6A4P2	4.887	13.5222	1.9896	17.2299	4.2761
COL6A6	75.3992	129.7486	38.1331	64.3728	211.9731
COL7A1	71.2104	68.2548	408.8535	298.4123	676.237
COL8A1	3428.5714	1128.4583	994.1142	2052.9903	893.0971
COL8A2	728.5103	589.8247	341.8718	2207.8201	222.358
COL9A1	0.3491	1.6098	2.9843	8.1363	3.0544
COL9A2	326.0319	97.2309	87.5404	931.6111	80.0244
COL9A3	1.3963	2.5757	8.953	36.3742	15.8827
COLEC10	3.4907	9.0148	1.3264	0.4786	13.4392
COLEC11	5.5851	28.0102	7.6266	27.2807	17.7153
COLEC12	566.1925	1610.7495	521.595	1344.8893	979.8412
COLQ	17.8026	25.7565	8.4423	80.9279	11.6066
COMMD10	926.0843	391.8213	537.5114	378.3399	546.7318
COMMD1	483.8119	330.9715	464.2295	358.7169	220.5254
COMMD2	616.8077	705.0852	864.7932	1085.7229	519.2425
COMMD3	545.3286	803.5911	565.531	755.7249	507.8009
COMMD4	782.2672	518.3503	956.3127	796.4042	860.7208
COMMD5	690.0218	743.1759	593.335	476.8159	388.6866
COMMD6	684.1784	710.5585	1039.874	1938.3636	822.8467
COMMD7	1067.4579	1479.0692	1000.7461	1233.1343	797.19
COMMD8	284.8416	243.7212	550.7751	302.4804	273.0605
COMMD9	784.7107	816.8042	820.6914	733.9458	638.9737
COMP	397.9405	443.3344	182.3759	4446.989	25.0458
COMTD1	115.1933	93.0455	230.1252	155.787	152.1075
COMT	1362.4225	1402.4435	1864.2129	2368.867	2503.9707
COPA	8475.0851	12941.7942	5730.1202	7226.2627	7858.0208
COPB1	3759.4275	5623.6245	4307.2271	3085.0565	3524.2639
COPB2	3447.7703	4263.6729	3676.6973	4401.5213	3558.3384
COPE	2128.9816	2561.1657	1877.1317	3161.7846	2114.8442
COPG2	430.7531	415.9681	434.7177	363.7423	452.0464
COPG	4297.4082	6752.0764	5911.9622	5521.9433	4427.0006
COPS2	1152.282	998.7098	1792.5889	856.4696	1243.7385
COPS3	977.0486	1060.2035	1004.7252	1169.7187	878.4362
COPS4	693.2542	789.4379	663.1849	542.5025	763.5919
COPS5	1375.3382	687.0556	908.2318	721.9806	811.2401
COPS6	2117.4623	845.4584	2578.7947	1433.4319	1476.4814
COPS7A	994.8512	825.497	1197.3804	1608.8418	1703.7263
COPS7B	889.781	848.356	1070.7121	903.1339	591.3256
COPS8	1062.2149	970.0363	1841.6546	1177.331	895.4918
COPZ1	3352.8231	3863.4807	4011.9373	3676.4297	3278.5583
COPZ2	43.2848	105.6018	263.616	274.9605	43.372
COQ10A	132.2978	96.909	92.1827	93.8072	103.8485
COQ10B	723.2743	852.2194	843.2397	786.5927	582.1625
COQ2	281.0018	226.6575	329.6029	159.6159	335.3696
COQ3	144.5152	97.5529	76.9295	79.9276	98.9615
COQ4	516.2754	575.3367	629.0309	370.4428	717.1655
COQ5	769.0025	286.5415	719.2241	421.6539	516.1881
COQ6	385.6776	332.298	395.4771	476.3301	551.5822
COQ7	302.6442	365.7428	321.6447	343.6408	453.2682
COQ9	839.1657	870.249	745.4199	859.3412	957.8497
CORIN	9.0758	28.0102	118.0469	296.2585	20.1588
CORO1A	1058.7311	2099.8018	1525.657	1912.2795	772.755
CORO1B	2173.6626	2511.9064	2211.7218	1912.9974	2940.1344
CORO1C	3547.9536	3049.896	5658.9571	3783.3986	2125.84
CORO2A	1721.9653	1087.2479	719.5557	917.2528	1331.0935
CORO2B	33.8598	154.5392	26.1958	113.6695	97.7398
CORO6	24.784	5.7952	14.2585	25.1269	19.548
CORO7	904.6269	1374.0469	588.2716	1054.9173	992.2236
CORT	5.8923	0	0	3.3407	4.6243
COTL1	1955.1444	4259.8094	3932.3551	2922.6216	1833.8424
COX10	263.1992	285.5756	258.6421	289.7973	326.2065
COX11	1882.9811	792.7766	1856.0657	866.2834	691.1668
COX15	834.8023	920.5483	1045.2491	1205.2936	1404.7954
COX16	750.1527	1523.8212	862.1404	1001.7272	717.7764
COX17	438.7817	252.0921	747.4094	625.5411	480.7575
COX18	350.4669	329.0398	322.3079	316.8387	553.4514
COX19	388.4737	219.6389	280.3747	342.7386	295.0397
COX4I1	2572.9994	4818.7263	3957.2246	3990.1574	3728.1613
COX4I2	64.229	72.7622	69.3028	25.6055	184.4838
COX4NB	225.1505	645.2013	477.8248	520.7258	394.0134
COX5A	1230.8229	1550.2216	1570.7535	1110.132	1150.2749
COX5B	2838.6421	1287.8269	2225.6487	1859.3933	888.821
COX6A1	2077.6682	2592.7175	2390.7817	2274.8253	1874.16
COX6A2	0	0	0	0.7179	1.2217
COX6B1	2767.4317	2729.5491	4091.8511	3172.2158	1958.4606
COX6B2	5.2361	0.9659	15.9164	9.3329	3.6652
COX6C	2380.3124	1226.6551	1488.187	2520.8299	1295.6628
COX7A1	52.3606	55.0546	89.53	190.7254	91.0202
COX7A2L	2479.0994	2039.5958	3097.4053	1966.6015	1331.7043
COX7A2	1964.9184	2288.4684	1389.3725	1810.3359	1531.46
COX7B2	0	0	0	0.2393	0
COX7B	1737.6734	682.2263	1369.8085	1274.2946	860.11
COX7C	5281.7872	1628.1352	3413.7445	2750.5619	2604.7648
COX8A	2287.4596	2044.1032	2516.4553	2129.5676	1631.6432
COX8C	0	0	0	1.1965	0.6109
CP110	525.0022	714.422	424.4384	379.2971	362.248
CPA1	0.3491	0.322	0	0	0.6109
CPA2	0	0	0.3316	0	0.6109
CPA3	272.9732	1908.2375	295.7805	167.7522	237.6298
CPA4	1.7454	0.322	2.9843	2.1537	0
CPA5	0.4154	0	2.8517	0	0
CPA6	2.4435	0	0.6632	4.0682	3.6652
CPAMD8	223.4052	1467.4787	21.5535	489.1377	302.3824
CPB1	0	5.1513	0	0.2393	1.2217
CPB2	5.9342	3.5415	7.295	3.8289	224.8015
CPD	11062.7454	7333.8522	23158.4183	9557.5685	2458.766
CPEB1	4.887	9.3367	13.9269	21.0588	0.6109
CPEB2	495.6803	410.8168	518.9422	322.1034	745.2657
CPEB3	133.694	133.934	83.8929	105.2938	142.3335
CPEB4	4405.271	1028.3298	463.5663	788.0286	1521.686
CPE	3811.8509	426.9146	2074.4425	2026.9062	3343.3109
CPLX1	109.9572	99.4846	206.9137	54.322	156.3836
CPLX2	0.3491	0	0.3316	0	33.598
CPLX3	1.7454	0.6439	0	1.9144	0
CPLX4	0	0.322	0	0.2393	0
CPM	3065.1889	2405.0167	2158.667	7738.139	1993.8913
CPN1	0	0	0	0.2393	0
CPN2	0.3491	0.322	1.9896	4.3075	0
CPNE1	4108.9973	3765.1004	4591.8694	2225.038	1042.4924
CPNE2	949.123	1827.1044	1324.3803	1340.3426	1492.975
CPNE3	3466.2711	3388.5945	3037.0555	1468.8489	2962.7367
CPNE4	262.5011	18.6735	56.7023	42.1175	298.1063
CPNE5	86.5695	122.0216	92.5143	441.2769	67.1961
CPNE6	0	0	0	0.2393	0.6109
CPNE7	255.5197	86.9283	208.5717	41.8782	40.9285
CPNE8	390.2609	504.8281	572.6602	901.4587	332.9261
CPNE9	2.4435	7.405	4.3107	2.393	2.4435
CPOX	674.0553	564.7121	615.7672	1144.3525	352.474
CPO	1.0472	1.2878	0.3316	0.4786	1.2217
CPPED1	600.4014	888.2786	754.3729	437.448	419.6701
CPS1	4.5379	12.2344	58.0287	33.9812	1015.2718
CPSF1	1835.4132	1873.1442	1717.3174	948.6017	1168.6011
CPSF2	1344.969	979.0704	1386.7197	1522.6923	1301.7715
CPSF3L	796.23	1298.7734	1148.6363	1455.2085	1695.785
CPSF3	1483.55	819.7018	1320.7328	690.6318	810.6292
CPSF4L	0	0	2.3211	0.2393	0.6109
CPSF4	543.852	349.645	779.2423	493.2059	357.361
CPSF6	1677.2842	1949.7699	1553.1791	1881.1699	1742.8222
CPSF7	2421.5027	1787.5037	1715.3279	1572.2283	1863.7752
CPT1A	567.5888	1046.0374	1276.631	915.817	1441.0507
CPT1B	307.8942	239.5938	133.5754	388.3045	158.3751
CPT1C	63.5308	23.5028	46.7545	80.1669	36.0415
CPT2	655.5546	546.0386	435.0493	720.0662	1022.6023
CPVL	534.7762	1943.0088	1206.3334	1065.8607	791.6921
CPXCR1	0	0.322	2.3211	0	0
CPXM1	89.7111	121.0557	436.0441	188.3324	54.9786
CPXM2	72.9558	243.3993	29.1801	2150.6264	131.3378
CPZ	70.5123	321.3128	268.8651	394.1339	202.81
CP	5010.144	3936.2783	2035.4605	13635.8162	7460.4459
CR1L	0.3491	1.6098	5.6371	3.5896	0.6109
CR1	111.7026	111.719	130.6474	339.094	365.3024
CR2	15.01	138.7633	8.6214	60.7833	65.3635
CRABP1	0	1.2878	0	17.9478	0.6109
CRABP2	12960.2932	3230.8357	7644.2013	6373.8661	1749.5418
CRADD	194.4323	161.6223	143.2479	151.9581	125.84
CRAMP1L	1055.0031	1172.6276	346.8557	800.7308	963.3598
CRAT	679.6405	562.7804	548.1224	1024.9397	1063.5308
CRB1	3.8398	4.1854	0.3316	4.0682	3.0544
CRB2	1.3963	1.6098	0.9948	5.504	0.6109
CRB3	700.9338	848.6779	478.8195	246.244	383.0177
CRBN	597.1341	536.8403	630.7651	466.6933	535.7056
CRCP	716.991	1109.7848	969.2448	1209.9218	885.1558
CRCT1	0	0	0	0	0
CREB1	1054.1932	1495.167	1271.6571	964.1564	1098.9615
CREB3L1	98.0888	4472.3009	553.4278	380.7329	973.1216
CREB3L2	1989.7024	3120.0826	2354.6381	2259.0312	3602.3213
CREB3L3	0.6981	1.6098	2.6527	0.7179	0
CREB3L4	650.6676	443.3344	501.0362	546.5707	607.8192
CREB3	1201.7558	910.2618	861.2518	1486.4042	945.8522
CREB5	191.9888	112.3629	149.2166	327.1288	59.2547
CREBBP	2715.0711	4357.3623	1548.2053	2493.7886	2927.9169
CREBL2	1686.011	988.4071	1002.7356	1692.359	2218.6927
CREBZF	1879.3961	1037.3446	1127.4144	1458.5588	1584.606
CREG1	2765.6864	3650.3453	2081.7375	3615.4071	4453.879
CREG2	0	0	15.2533	9.8115	2.4435
CRELD1	733.7464	611.3958	633.6732	1128.3191	960.2932
CRELD2	812.9854	721.827	590.2346	1430.3209	1519.8534
CREM	255.8687	311.3322	365.7465	533.1696	309.102
CRHBP	1.0472	3.2196	2.9843	3.3503	5.4979
CRHR1	1.8885	0	0	1.9264	0
CRHR2	1.3963	0.322	0.6632	0.9572	0
CRH	0.6981	0	0	0	0
CRIM1	1623.1783	1133.9316	1777.0041	1692.1197	1788.6378
CRIP1	1513.221	2816.4774	3904.833	1473.1564	5744.044
CRIP2	379.0907	2185.7642	2478.9853	2472.9691	5117.2877
CRIP3	1.3963	3.2196	0	1.4358	7.3305
CRIPAK	320.7959	174.1786	70.9608	182.5891	490.5315
CRIPT	814.7308	478.4277	553.4278	297.4551	427.0006
CRISP1	0	0	0	0	0
CRISP2	5.2361	21.5711	4.3107	27.9986	0
CRISP3	0	0	0	0.2393	0
CRISPLD1	120.0803	23.8248	34.8172	254.8589	67.807
CRISPLD2	301.597	771.4083	2586.0897	2060.4087	475.8705
CRKL	1777.4675	1999.9952	1521.6779	1988.6175	2039.0959
CRK	820.665	1031.2274	1142.6677	1204.8964	1197.3122
CRLF1	13.2647	590.4686	92.5143	1115.8753	1029.3219
CRLF2	6.2833	0.9659	14.9217	9.5722	1.8326
CRLF3	663.5832	474.5642	809.4172	730.3563	302.9933
CRLS1	3644.2971	4008.0393	1968.6645	703.7935	1091.0202
CRMP1	129.1666	163.5701	321.9033	156.8447	274.9664
CRNKL1	652.762	873.4686	1199.37	536.5199	712.2786
CRNN	0	0	0	0.4786	0
CROCCL1	342.9339	294.3264	136.9212	389.5537	471.0385
CROCCL2	110.6554	37.9909	16.5796	77.0559	84.3005
CROCC	347.6743	331.2935	279.864	455.8744	284.6671
CROT	369.3167	279.1365	272.569	235.236	394.0134
CRP	0	0.322	0	0	0
CRTAC1	49.219	320.1119	161.1539	92.3714	1565.6689
CRTAM	32.1145	24.1468	57.0339	32.0668	23.8241
CRTAP	2709.8351	3067.2817	3792.4231	4326.1404	2874.16
CRTC1	339.9948	560.8486	150.8746	436.0122	903.482
CRTC2	1340.082	1692.5265	930.4485	1985.5065	1541.234
CRTC3	619.2512	1077.5892	759.3468	1154.8818	893.0971
CRX	0	0	0	0	0
CRY1	346.6271	582.4197	249.3575	589.1668	671.9609
CRY2	771.097	1009.3343	680.7593	814.8306	1541.234
CRYAA	0	0	0	0	1.8326
CRYAB	63.1818	55.3766	126.3367	191.4433	210.7514
CRYBA1	0	0.322	0	0	0
CRYBA2	20.9442	0	0.3316	0	0.6109
CRYBA4	0.6981	0	0.3316	0.9572	0
CRYBB1	8.0286	13.5222	7.9582	24.1697	6.7196
CRYBB2	0.6981	2.2537	0	0	2.4435
CRYBB3	0.3491	1.2878	0	0.7179	0
CRYBG3	238.3105	370.0989	409.5598	642.3761	608.3751
CRYGA	0	0	0	0.2393	0
CRYGB	0	0	0	0	0
CRYGC	0	0	0.3316	0	0
CRYGD	0	0	0	0	0
CRYGN	4.887	4.5074	5.9687	6.2219	1.2217
CRYGS	14.661	6.7611	4.9739	21.0588	10.9957
